respondent_id,xyz_vaccine,seasonal_vaccine
19143,0.12,0.37
19144,0.48,0.65
19145,0.2,0.83
19146,0.05,0.26
19147,0.66,0.66
19148,0.15,0.25
19149,0.29,0.28
19150,0.14,0.27
19151,0.42,0.62
19152,0.17,0.27
19153,0.34,0.54
19154,0.67,0.7
19155,0.38,0.8
19156,0.1,0.61
19157,0.06,0.29
19158,0.65,0.86
19159,0.13,0.17
19160,0.28,0.36
19161,0.3,0.57
19162,0.17,0.39
19163,0.24,0.34
19164,0.15,0.75
19165,0.84,0.98
19166,0.13,0.28
19167,0.18,0.75
19168,0.02,0.06
19169,0.6,0.82
19170,0.4,0.82
19171,0.09,0.46
19172,0.11,0.17
19173,0.22,0.53
19174,0.32,0.63
19175,0.03,0.36
19176,0.03,0.76
19177,0.29,0.42
19178,0.34,0.71
19179,0.09,0.89
19180,0.65,0.7
19181,0.48,0.73
19182,0.11,0.15
19183,0.1,0.23
19184,0.05,0.13
19185,0.46,0.56
19186,0.82,0.87
19187,0.16,0.31
19188,0.13,0.37
19189,0.33,0.66
19190,0.08,0.24
19191,0.14,0.46
19192,0.08,0.56
19193,0.33,0.64
19194,0.69,0.9
19195,0.17,0.83
19196,0.08,0.43
19197,0.03,0.13
19198,0.6,0.78
19199,0.74,0.91
19200,0.03,0.15
19201,0.1,0.34
19202,0.41,0.61
19203,0.03,0.13
19204,0.13,0.28
19205,0.38,0.84
19206,0.0,0.08
19207,0.15,0.22
19208,0.4,0.88
19209,0.42,0.48
19210,0.38,0.79
19211,0.02,0.09
19212,0.14,0.13
19213,0.29,0.6
19214,0.2,0.53
19215,0.07,0.41
19216,0.03,0.06
19217,0.29,0.82
19218,0.41,0.74
19219,0.16,0.33
19220,0.2,0.45
19221,0.65,0.92
19222,0.53,0.82
19223,0.06,0.64
19224,0.27,0.64
19225,0.04,0.28
19226,0.17,0.28
19227,0.05,0.4
19228,0.14,0.47
19229,0.39,0.7
19230,0.09,0.55
19231,0.08,0.58
19232,0.21,0.39
19233,0.04,0.69
19234,0.13,0.17
19235,0.17,0.24
19236,0.13,0.59
19237,0.03,0.09
19238,0.76,0.87
19239,0.2,0.45
19240,0.08,0.64
19241,0.78,0.98
19242,0.09,0.24
19243,0.69,0.55
19244,0.04,0.26
19245,0.19,0.76
19246,0.18,0.24
19247,0.21,0.58
19248,0.12,0.74
19249,0.16,0.69
19250,0.23,0.87
19251,0.46,0.72
19252,0.07,0.92
19253,0.2,0.58
19254,0.57,0.77
19255,0.21,0.67
19256,0.01,0.27
19257,0.16,0.45
19258,0.11,0.09
19259,0.15,0.26
19260,0.29,0.59
19261,0.28,0.78
19262,0.2,0.69
19263,0.34,0.85
19264,0.61,0.89
19265,0.09,0.51
19266,0.15,0.55
19267,0.19,0.34
19268,0.35,0.75
19269,0.23,0.2
19270,0.55,0.78
19271,0.01,0.22
19272,0.14,0.29
19273,0.36,0.3
19274,0.62,0.66
19275,0.72,0.81
19276,0.05,0.44
19277,0.08,0.26
19278,0.92,0.92
19279,0.88,0.93
19280,0.0,0.13
19281,0.14,0.78
19282,0.37,0.52
19283,0.07,0.24
19284,0.32,0.9
19285,0.01,0.11
19286,0.59,0.86
19287,0.18,0.66
19288,0.11,0.65
19289,0.26,0.2
19290,0.63,0.86
19291,0.87,0.96
19292,0.25,0.69
19293,0.44,0.43
19294,0.11,0.19
19295,0.12,0.21
19296,0.23,0.31
19297,0.08,0.48
19298,0.07,0.87
19299,0.07,0.87
19300,0.48,0.83
19301,0.33,0.14
19302,0.09,0.52
19303,0.32,0.32
19304,0.5,0.84
19305,0.18,0.51
19306,0.11,0.21
19307,0.15,0.15
19308,0.13,0.54
19309,0.16,0.91
19310,0.1,0.29
19311,0.3,0.54
19312,0.4,0.68
19313,0.04,0.21
19314,0.19,0.35
19315,0.56,0.46
19316,0.02,0.77
19317,0.1,0.49
19318,0.06,0.9
19319,0.37,0.47
19320,0.26,0.31
19321,0.08,0.46
19322,0.08,0.22
19323,0.23,0.57
19324,0.0,0.37
19325,0.4,0.44
19326,0.37,0.45
19327,0.07,0.86
19328,0.02,0.14
19329,0.18,0.18
19330,0.04,0.12
19331,0.14,0.26
19332,0.02,0.29
19333,0.13,0.7
19334,0.03,0.2
19335,0.0,0.02
19336,0.48,0.79
19337,0.26,0.5
19338,0.17,0.55
19339,0.13,0.24
19340,0.81,0.88
19341,0.21,0.3
19342,0.28,0.65
19343,0.31,0.75
19344,0.07,0.14
19345,0.95,0.93
19346,0.1,0.82
19347,0.95,0.91
19348,0.2,0.26
19349,0.23,0.49
19350,0.2,0.22
19351,0.08,0.53
19352,0.77,0.83
19353,0.1,0.62
19354,0.06,0.15
19355,0.05,0.47
19356,0.12,0.77
19357,0.02,0.15
19358,0.0,0.09
19359,0.01,0.89
19360,0.21,0.75
19361,0.37,0.61
19362,0.2,0.4
19363,0.12,0.15
19364,0.13,0.3
19365,0.49,0.45
19366,0.11,0.43
19367,0.14,0.81
19368,0.04,0.11
19369,0.11,0.11
19370,0.3,0.14
19371,0.04,0.09
19372,0.46,0.29
19373,0.13,0.23
19374,0.34,0.57
19375,0.09,0.23
19376,0.08,0.07
19377,0.43,0.65
19378,0.34,0.49
19379,0.11,0.71
19380,0.05,0.08
19381,0.12,0.28
19382,0.14,0.7
19383,0.05,0.06
19384,0.89,0.94
19385,0.34,0.82
19386,0.05,0.16
19387,0.13,0.13
19388,0.13,0.88
19389,0.16,0.56
19390,0.0,0.06
19391,0.13,0.59
19392,0.55,0.57
19393,0.65,0.56
19394,0.1,0.08
19395,0.09,0.33
19396,0.32,0.48
19397,0.42,0.65
19398,0.04,0.24
19399,0.08,0.79
19400,0.7,0.81
19401,0.19,0.41
19402,0.15,0.33
19403,0.13,0.42
19404,0.81,0.93
19405,0.12,0.44
19406,0.01,0.07
19407,0.1,0.95
19408,0.37,0.73
19409,0.05,0.08
19410,0.16,0.3
19411,0.03,0.97
19412,0.11,0.85
19413,0.26,0.51
19414,0.55,0.37
19415,0.02,0.17
19416,0.04,0.25
19417,0.16,0.25
19418,0.07,0.63
19419,0.12,0.9
19420,0.18,0.46
19421,0.7,0.85
19422,0.45,0.53
19423,0.08,0.14
19424,0.23,0.78
19425,0.09,0.18
19426,0.21,0.45
19427,0.16,0.76
19428,0.13,0.22
19429,0.11,0.71
19430,0.64,0.93
19431,0.11,0.25
19432,0.04,0.22
19433,0.82,0.96
19434,0.21,0.59
19435,0.22,0.42
19436,0.25,0.53
19437,0.22,0.74
19438,0.04,0.07
19439,0.09,0.47
19440,0.24,0.36
19441,0.9,0.96
19442,0.22,0.81
19443,0.38,0.65
19444,0.02,0.05
19445,0.11,0.25
19446,0.06,0.49
19447,0.13,0.29
19448,0.8,0.91
19449,0.06,0.24
19450,0.12,0.2
19451,0.33,0.48
19452,0.41,0.62
19453,0.39,0.73
19454,0.08,0.14
19455,0.0,0.82
19456,0.06,0.16
19457,0.11,0.24
19458,0.21,0.4
19459,0.06,0.27
19460,0.24,0.75
19461,0.03,0.17
19462,0.09,0.52
19463,0.59,0.88
19464,0.71,0.73
19465,0.14,0.26
19466,0.07,0.19
19467,0.25,0.39
19468,0.46,0.69
19469,0.09,0.25
19470,0.19,0.36
19471,0.58,0.24
19472,0.25,0.68
19473,0.01,0.16
19474,0.48,0.23
19475,0.05,0.88
19476,0.34,0.55
19477,0.06,0.48
19478,0.22,0.6
19479,0.61,0.81
19480,0.36,0.58
19481,0.47,0.64
19482,0.09,0.4
19483,0.07,0.32
19484,0.14,0.32
19485,0.09,0.61
19486,0.66,0.85
19487,0.64,0.69
19488,0.15,0.16
19489,0.15,0.55
19490,0.11,0.79
19491,0.47,0.88
19492,0.09,0.27
19493,0.05,0.22
19494,0.37,0.77
19495,0.3,0.76
19496,0.18,0.34
19497,0.26,0.64
19498,0.04,0.25
19499,0.29,0.33
19500,0.28,0.6
19501,0.11,0.82
19502,0.04,0.08
19503,0.1,0.4
19504,0.08,0.12
19505,0.04,0.37
19506,0.23,0.19
19507,0.32,0.79
19508,0.04,0.75
19509,0.01,0.48
19510,0.19,0.22
19511,0.05,0.13
19512,0.24,0.74
19513,0.03,0.37
19514,0.09,0.26
19515,0.23,0.5
19516,0.12,0.33
19517,0.0,0.07
19518,0.82,0.93
19519,0.22,0.31
19520,0.11,0.19
19521,0.23,0.74
19522,0.03,0.68
19523,0.02,0.08
19524,0.37,0.86
19525,0.05,0.09
19526,0.07,0.25
19527,0.08,0.42
19528,0.63,0.93
19529,0.19,0.54
19530,0.69,0.76
19531,0.35,0.57
19532,0.4,0.73
19533,0.46,0.77
19534,0.05,0.18
19535,0.14,0.14
19536,0.1,0.2
19537,0.25,0.37
19538,0.18,0.22
19539,0.21,0.29
19540,0.02,0.53
19541,0.02,0.09
19542,0.09,0.4
19543,0.23,0.41
19544,0.53,0.46
19545,0.5,0.62
19546,0.07,0.72
19547,0.26,0.4
19548,0.04,0.62
19549,0.08,0.7
19550,0.39,0.54
19551,0.21,0.79
19552,0.23,0.32
19553,0.09,0.28
19554,0.43,0.27
19555,0.89,0.92
19556,0.2,0.56
19557,0.1,0.93
19558,0.84,0.8
19559,0.25,0.47
19560,0.15,0.91
19561,0.04,0.8
19562,0.07,0.42
19563,0.11,0.22
19564,0.07,0.35
19565,0.11,0.12
19566,0.04,0.1
19567,0.81,0.82
19568,0.12,0.67
19569,0.09,0.2
19570,0.41,0.37
19571,0.06,0.24
19572,0.08,0.89
19573,0.04,0.12
19574,0.29,0.83
19575,0.24,0.19
19576,0.09,0.19
19577,0.04,0.16
19578,0.63,0.58
19579,0.26,0.73
19580,0.19,0.57
19581,0.03,0.05
19582,0.14,0.4
19583,0.23,0.66
19584,0.1,0.31
19585,0.2,0.33
19586,0.15,0.4
19587,0.19,0.65
19588,0.61,0.59
19589,0.64,0.76
19590,0.02,0.15
19591,0.06,0.21
19592,0.94,0.91
19593,0.2,0.3
19594,0.19,0.76
19595,0.1,0.62
19596,0.06,0.13
19597,0.7,0.78
19598,0.16,0.25
19599,0.01,0.03
19600,0.02,0.03
19601,0.11,0.19
19602,0.76,0.82
19603,0.07,0.1
19604,0.65,0.72
19605,0.09,0.75
19606,0.02,0.08
19607,0.33,0.91
19608,0.97,0.94
19609,0.39,0.19
19610,0.26,0.27
19611,0.0,0.13
19612,0.08,0.6
19613,0.28,0.42
19614,0.09,0.28
19615,0.08,0.1
19616,0.14,0.65
19617,0.17,0.67
19618,0.03,0.32
19619,0.18,0.6
19620,0.08,0.05
19621,0.0,0.08
19622,0.71,0.75
19623,0.05,0.18
19624,0.16,0.89
19625,0.43,0.8
19626,0.35,0.59
19627,0.11,0.11
19628,0.2,0.84
19629,0.3,0.7
19630,0.05,0.11
19631,0.21,0.39
19632,0.52,0.72
19633,0.72,0.87
19634,0.1,0.25
19635,0.06,0.81
19636,0.17,0.41
19637,0.38,0.94
19638,0.05,0.14
19639,0.65,0.37
19640,0.04,0.5
19641,0.42,0.83
19642,0.56,0.62
19643,0.35,0.17
19644,0.05,0.15
19645,0.18,0.39
19646,0.59,0.75
19647,0.53,0.6
19648,0.12,0.64
19649,0.22,0.72
19650,0.15,0.83
19651,0.05,0.12
19652,0.24,0.31
19653,0.07,0.11
19654,0.72,0.71
19655,0.26,0.36
19656,0.72,0.85
19657,0.12,0.81
19658,0.14,0.34
19659,0.05,0.62
19660,0.09,0.12
19661,0.21,0.5
19662,0.77,0.77
19663,0.26,0.84
19664,0.03,0.12
19665,0.0,0.08
19666,0.08,0.49
19667,0.21,0.55
19668,0.02,0.17
19669,0.03,0.15
19670,0.93,0.96
19671,0.12,0.62
19672,0.01,0.14
19673,0.06,0.14
19674,0.07,0.3
19675,0.21,0.26
19676,0.51,0.82
19677,0.49,0.41
19678,0.05,0.51
19679,0.36,0.65
19680,0.05,0.51
19681,0.45,0.48
19682,0.48,0.53
19683,0.15,0.6
19684,0.06,0.65
19685,0.02,0.08
19686,0.65,0.82
19687,0.63,0.77
19688,0.14,0.67
19689,0.5,0.49
19690,0.12,0.82
19691,0.04,0.49
19692,0.43,0.82
19693,0.32,0.68
19694,0.19,0.63
19695,0.43,0.67
19696,0.78,0.87
19697,0.08,0.8
19698,0.78,0.85
19699,0.06,0.1
19700,0.17,0.61
19701,0.31,0.35
19702,0.08,0.88
19703,0.05,0.18
19704,0.52,0.58
19705,0.01,0.14
19706,0.34,0.5
19707,0.02,0.03
19708,0.15,0.35
19709,0.26,0.92
19710,0.01,0.07
19711,0.05,0.81
19712,0.05,0.64
19713,0.13,0.12
19714,0.56,0.86
19715,0.7,0.72
19716,0.28,0.59
19717,0.18,0.19
19718,0.81,0.93
19719,0.3,0.55
19720,0.08,0.33
19721,0.18,0.5
19722,0.41,0.58
19723,0.18,0.32
19724,0.02,0.1
19725,0.58,0.92
19726,0.26,0.33
19727,0.53,0.89
19728,0.06,0.6
19729,0.05,0.18
19730,0.1,0.53
19731,0.47,0.69
19732,0.35,0.4
19733,0.1,0.52
19734,0.09,0.24
19735,0.36,0.65
19736,0.24,0.94
19737,0.07,0.05
19738,0.05,0.37
19739,0.14,0.19
19740,0.19,0.22
19741,0.3,0.72
19742,0.01,0.05
19743,0.06,0.25
19744,0.24,0.35
19745,0.28,0.64
19746,0.11,0.23
19747,0.04,0.09
19748,0.04,0.16
19749,0.02,0.45
19750,0.17,0.53
19751,0.11,0.98
19752,0.29,0.73
19753,0.6,0.82
19754,0.28,0.57
19755,0.09,0.75
19756,0.44,0.58
19757,0.05,0.42
19758,0.08,0.4
19759,0.23,0.56
19760,0.44,0.55
19761,0.03,0.06
19762,0.05,0.32
19763,0.07,0.87
19764,0.05,0.48
19765,0.07,0.34
19766,0.49,0.82
19767,0.83,0.91
19768,0.21,0.69
19769,0.87,0.97
19770,0.22,0.69
19771,0.58,0.87
19772,0.51,0.93
19773,0.03,0.56
19774,0.05,0.21
19775,0.22,0.42
19776,0.04,0.33
19777,0.04,0.29
19778,0.05,0.1
19779,0.28,0.9
19780,0.3,0.18
19781,0.14,0.4
19782,0.0,0.2
19783,0.01,0.09
19784,0.24,0.17
19785,0.55,0.58
19786,0.03,0.29
19787,0.05,0.08
19788,0.1,0.65
19789,0.1,0.09
19790,0.1,0.24
19791,0.09,0.09
19792,0.07,0.49
19793,0.66,0.57
19794,0.1,0.53
19795,0.04,0.22
19796,0.17,0.22
19797,0.19,0.36
19798,0.57,0.56
19799,0.11,0.15
19800,0.31,0.49
19801,0.02,0.15
19802,0.18,0.2
19803,0.0,0.18
19804,0.04,0.91
19805,0.1,0.78
19806,0.15,0.55
19807,0.67,0.81
19808,0.43,0.83
19809,0.24,0.5
19810,0.12,0.8
19811,0.08,0.76
19812,0.08,0.57
19813,0.03,0.22
19814,0.08,0.74
19815,0.21,0.52
19816,0.24,0.89
19817,0.17,0.62
19818,0.32,0.83
19819,0.02,0.22
19820,0.4,0.94
19821,0.36,0.4
19822,0.12,0.39
19823,0.68,0.91
19824,0.16,0.63
19825,0.26,0.31
19826,0.14,0.21
19827,0.13,0.81
19828,0.03,0.33
19829,0.42,0.72
19830,0.02,0.1
19831,0.01,0.08
19832,0.17,0.28
19833,0.39,0.54
19834,0.02,0.1
19835,0.04,0.83
19836,0.14,0.29
19837,0.58,0.78
19838,0.24,0.49
19839,0.07,0.22
19840,0.65,0.78
19841,0.24,0.81
19842,0.07,0.86
19843,0.09,0.21
19844,0.39,0.47
19845,0.01,0.75
19846,0.08,0.32
19847,0.37,0.56
19848,0.1,0.35
19849,0.41,0.81
19850,0.1,0.12
19851,0.33,0.48
19852,0.16,0.45
19853,0.08,0.1
19854,0.21,0.33
19855,0.14,0.89
19856,0.43,0.88
19857,0.42,0.61
19858,0.24,0.26
19859,0.26,0.21
19860,0.06,0.12
19861,0.81,0.97
19862,0.06,0.08
19863,0.24,0.06
19864,0.04,0.83
19865,0.1,0.32
19866,0.06,0.76
19867,0.04,0.39
19868,0.14,0.26
19869,0.13,0.56
19870,0.01,0.27
19871,0.13,0.73
19872,0.45,0.78
19873,0.26,0.65
19874,0.13,0.69
19875,0.01,0.05
19876,0.06,0.53
19877,0.1,0.38
19878,0.05,0.09
19879,0.37,0.85
19880,0.1,0.66
19881,0.03,0.15
19882,0.03,0.09
19883,0.51,0.64
19884,0.31,0.5
19885,0.05,0.61
19886,0.05,0.17
19887,0.05,0.48
19888,0.07,0.16
19889,0.72,0.89
19890,0.63,0.77
19891,0.13,0.7
19892,0.04,0.53
19893,0.12,0.17
19894,0.08,0.25
19895,0.55,0.97
19896,0.02,0.5
19897,0.02,0.24
19898,0.29,0.44
19899,0.05,0.42
19900,0.19,0.31
19901,0.0,0.03
19902,0.02,0.41
19903,0.5,0.59
19904,0.14,0.13
19905,0.03,0.09
19906,0.1,0.76
19907,0.01,0.89
19908,0.5,0.68
19909,0.06,0.09
19910,0.09,0.55
19911,0.48,0.43
19912,0.07,0.37
19913,0.14,0.08
19914,0.01,0.05
19915,0.82,0.86
19916,0.13,0.62
19917,0.25,0.58
19918,0.03,0.12
19919,0.53,0.77
19920,0.31,0.32
19921,0.18,0.16
19922,0.31,0.47
19923,0.35,0.67
19924,0.16,0.6
19925,0.1,0.8
19926,0.02,0.28
19927,0.04,0.72
19928,0.77,0.79
19929,0.03,0.18
19930,0.13,0.42
19931,0.0,0.11
19932,0.08,0.5
19933,0.79,0.85
19934,0.01,0.78
19935,0.25,0.66
19936,0.24,0.43
19937,0.08,0.16
19938,0.32,0.73
19939,0.09,0.34
19940,0.34,0.66
19941,0.61,0.75
19942,0.09,0.31
19943,0.23,0.42
19944,0.02,0.07
19945,0.04,0.09
19946,0.02,0.21
19947,0.59,0.46
19948,0.01,0.1
19949,0.22,0.53
19950,0.02,0.26
19951,0.22,0.87
19952,0.28,0.23
19953,0.14,0.53
19954,0.14,0.4
19955,0.02,0.13
19956,0.31,0.37
19957,0.15,0.71
19958,0.13,0.69
19959,0.09,0.22
19960,0.05,0.76
19961,0.12,0.14
19962,0.02,0.17
19963,0.31,0.48
19964,0.48,0.79
19965,0.13,0.53
19966,0.09,0.82
19967,0.03,0.31
19968,0.06,0.09
19969,0.05,0.24
19970,0.04,0.43
19971,0.35,0.31
19972,0.8,0.94
19973,0.03,0.09
19974,0.38,0.33
19975,0.86,0.95
19976,0.14,0.18
19977,0.04,0.21
19978,0.32,0.71
19979,0.04,0.26
19980,0.27,0.45
19981,0.17,0.57
19982,0.11,0.2
19983,0.83,0.88
19984,0.07,0.29
19985,0.36,0.69
19986,0.06,0.21
19987,0.06,0.22
19988,0.11,0.34
19989,0.21,0.51
19990,0.19,0.25
19991,0.11,0.85
19992,0.08,0.87
19993,0.28,0.6
19994,0.04,0.83
19995,0.13,0.23
19996,0.43,0.79
19997,0.33,0.61
19998,0.57,0.9
19999,0.11,0.85
20000,0.28,0.31
20001,0.08,0.83
20002,0.25,0.26
20003,0.22,0.31
20004,0.19,0.69
20005,0.49,0.66
20006,0.08,0.2
20007,0.12,0.45
20008,0.7,0.89
20009,0.19,0.3
20010,0.34,0.64
20011,0.09,0.79
20012,0.08,0.31
20013,0.09,0.09
20014,0.05,0.58
20015,0.15,0.26
20016,0.03,0.6
20017,0.04,0.09
20018,0.53,0.37
20019,0.82,0.86
20020,0.04,0.17
20021,0.14,0.34
20022,0.11,0.4
20023,0.09,0.24
20024,0.05,0.36
20025,0.1,0.31
20026,0.03,0.11
20027,0.19,0.62
20028,0.01,0.11
20029,0.0,0.04
20030,0.02,0.11
20031,0.59,0.85
20032,0.79,0.86
20033,0.26,0.76
20034,0.23,0.44
20035,0.18,0.84
20036,0.62,0.7
20037,0.12,0.66
20038,0.67,0.54
20039,0.12,0.16
20040,0.33,0.31
20041,0.09,0.23
20042,0.03,0.04
20043,0.05,0.68
20044,0.32,0.42
20045,0.21,0.5
20046,0.31,0.22
20047,0.27,0.54
20048,0.41,0.46
20049,0.32,0.49
20050,0.8,0.82
20051,0.06,0.37
20052,0.09,0.3
20053,0.1,0.35
20054,0.05,0.07
20055,0.03,0.09
20056,0.33,0.7
20057,0.24,0.29
20058,0.16,0.2
20059,0.12,0.63
20060,0.29,0.55
20061,0.09,0.24
20062,0.17,0.29
20063,0.42,0.72
20064,0.18,0.67
20065,0.05,0.19
20066,0.05,0.09
20067,0.2,0.41
20068,0.04,0.43
20069,0.62,0.79
20070,0.41,0.63
20071,0.27,0.75
20072,0.4,0.61
20073,0.41,0.41
20074,0.58,0.86
20075,0.15,0.82
20076,0.22,0.3
20077,0.03,0.18
20078,0.06,0.16
20079,0.01,0.37
20080,0.12,0.19
20081,0.37,0.58
20082,0.06,0.77
20083,0.41,0.72
20084,0.09,0.23
20085,0.04,0.47
20086,0.07,0.64
20087,0.18,0.32
20088,0.33,0.57
20089,0.07,0.51
20090,0.08,0.68
20091,0.08,0.34
20092,0.55,0.56
20093,0.23,0.5
20094,0.51,0.77
20095,0.35,0.69
20096,0.74,0.91
20097,0.17,0.66
20098,0.02,0.28
20099,0.13,0.44
20100,0.37,0.69
20101,0.09,0.09
20102,0.53,0.45
20103,0.12,0.22
20104,0.12,0.69
20105,0.1,0.6
20106,0.08,0.08
20107,0.16,0.42
20108,0.16,0.55
20109,0.08,0.78
20110,0.15,0.29
20111,0.02,0.16
20112,0.05,0.16
20113,0.11,0.77
20114,0.06,0.14
20115,0.37,0.87
20116,0.03,0.08
20117,0.05,0.14
20118,0.02,0.36
20119,0.17,0.59
20120,0.11,0.28
20121,0.01,0.33
20122,0.11,0.43
20123,0.08,0.59
20124,0.13,0.82
20125,0.32,0.8
20126,0.07,0.16
20127,0.35,0.65
20128,0.69,0.85
20129,0.06,0.77
20130,0.07,0.37
20131,0.33,0.33
20132,0.05,0.98
20133,0.45,0.64
20134,0.04,0.17
20135,0.07,0.51
20136,0.13,0.25
20137,0.16,0.59
20138,0.18,0.7
20139,0.12,0.5
20140,0.5,0.78
20141,0.22,0.16
20142,0.18,0.21
20143,0.46,0.61
20144,0.55,0.91
20145,0.34,0.73
20146,0.07,0.17
20147,0.01,0.23
20148,0.04,0.71
20149,0.19,0.36
20150,0.23,0.44
20151,0.08,0.11
20152,0.03,0.11
20153,0.1,0.63
20154,0.23,0.46
20155,0.26,0.2
20156,0.15,0.35
20157,0.04,0.16
20158,0.39,0.27
20159,0.27,0.19
20160,0.07,0.39
20161,0.69,0.91
20162,0.12,0.64
20163,0.22,0.37
20164,0.23,0.66
20165,0.02,0.04
20166,0.12,0.45
20167,0.03,0.22
20168,0.44,0.61
20169,0.02,0.63
20170,0.02,0.09
20171,0.07,0.15
20172,0.88,0.95
20173,0.32,0.61
20174,0.5,0.3
20175,0.15,0.61
20176,0.06,0.21
20177,0.02,0.08
20178,0.03,0.08
20179,0.08,0.54
20180,0.12,0.29
20181,0.5,0.68
20182,0.0,0.83
20183,0.06,0.27
20184,0.2,0.37
20185,0.91,0.82
20186,0.04,0.44
20187,0.05,0.19
20188,0.33,0.71
20189,0.06,0.25
20190,0.51,0.34
20191,0.48,0.74
20192,0.16,0.55
20193,0.15,0.16
20194,0.05,0.13
20195,0.06,0.85
20196,0.64,0.69
20197,0.02,0.11
20198,0.07,0.62
20199,0.1,0.21
20200,0.02,0.08
20201,0.05,0.34
20202,0.1,0.77
20203,0.15,0.89
20204,0.06,0.62
20205,0.07,0.6
20206,0.1,0.61
20207,0.34,0.44
20208,0.28,0.27
20209,0.04,0.46
20210,0.27,0.46
20211,0.02,0.13
20212,0.14,0.6
20213,0.33,0.66
20214,0.2,0.19
20215,0.21,0.16
20216,0.12,0.18
20217,0.11,0.57
20218,0.17,0.27
20219,0.08,0.85
20220,0.06,0.11
20221,0.19,0.95
20222,0.23,0.82
20223,0.12,0.48
20224,0.24,0.87
20225,0.32,0.48
20226,0.24,0.6
20227,0.14,0.14
20228,0.22,0.55
20229,0.18,0.34
20230,0.07,0.25
20231,0.01,0.15
20232,0.19,0.72
20233,0.02,0.04
20234,0.08,0.82
20235,0.2,0.23
20236,0.64,0.85
20237,0.56,0.91
20238,0.03,0.07
20239,0.14,0.71
20240,0.62,0.73
20241,0.52,0.78
20242,0.05,0.36
20243,0.16,0.57
20244,0.03,0.1
20245,0.06,0.71
20246,0.41,0.35
20247,0.31,0.8
20248,0.02,0.07
20249,0.8,0.8
20250,0.63,0.85
20251,0.27,0.59
20252,0.05,0.23
20253,0.11,0.22
20254,0.04,0.49
20255,0.12,0.17
20256,0.41,0.56
20257,0.05,0.64
20258,0.15,0.73
20259,0.35,0.38
20260,0.08,0.21
20261,0.83,0.7
20262,0.03,0.21
20263,0.0,0.21
20264,0.36,0.35
20265,0.85,0.87
20266,0.38,0.29
20267,0.46,0.7
20268,0.07,0.83
20269,0.14,0.41
20270,0.05,0.67
20271,0.14,0.83
20272,0.04,0.12
20273,0.36,0.66
20274,0.1,0.42
20275,0.06,0.77
20276,0.05,0.18
20277,0.49,0.83
20278,0.29,0.43
20279,0.27,0.28
20280,0.18,0.21
20281,0.04,0.71
20282,0.14,0.47
20283,0.09,0.69
20284,0.1,0.86
20285,0.81,0.88
20286,0.05,0.19
20287,0.04,0.36
20288,0.03,0.2
20289,0.03,0.22
20290,0.05,0.17
20291,0.03,0.3
20292,0.06,0.67
20293,0.4,0.71
20294,0.19,0.29
20295,0.4,0.71
20296,0.06,0.02
20297,0.14,0.34
20298,0.02,0.2
20299,0.15,0.26
20300,0.02,0.01
20301,0.15,0.31
20302,0.18,0.81
20303,0.02,0.46
20304,0.07,0.8
20305,0.17,0.58
20306,0.22,0.42
20307,0.3,0.48
20308,0.21,0.6
20309,0.25,0.76
20310,0.1,0.37
20311,0.53,0.86
20312,0.08,0.74
20313,0.05,0.26
20314,0.34,0.29
20315,0.03,0.65
20316,0.1,0.11
20317,0.14,0.25
20318,0.44,0.8
20319,0.16,0.78
20320,0.01,0.59
20321,0.31,0.24
20322,0.55,0.8
20323,0.05,0.69
20324,0.12,0.89
20325,0.12,0.88
20326,0.09,0.09
20327,0.28,0.27
20328,0.07,0.21
20329,0.15,0.22
20330,0.32,0.79
20331,0.03,0.14
20332,0.06,0.21
20333,0.32,0.63
20334,0.25,0.5
20335,0.01,0.07
20336,0.24,0.47
20337,0.01,0.14
20338,0.15,0.16
20339,0.12,0.09
20340,0.07,0.98
20341,0.08,0.71
20342,0.05,0.43
20343,0.22,0.44
20344,0.18,0.31
20345,0.57,0.82
20346,0.12,0.49
20347,0.01,0.1
20348,0.5,0.67
20349,0.47,0.5
20350,0.75,0.47
20351,0.53,0.45
20352,0.04,0.09
20353,0.37,0.63
20354,0.12,0.4
20355,0.08,0.89
20356,0.15,0.44
20357,0.13,0.19
20358,0.14,0.4
20359,0.64,0.61
20360,0.04,0.02
20361,0.5,0.91
20362,0.17,0.35
20363,0.14,0.47
20364,0.72,0.72
20365,0.17,0.17
20366,0.25,0.32
20367,0.83,0.82
20368,0.48,0.71
20369,0.3,0.35
20370,0.14,0.3
20371,0.35,0.24
20372,0.04,0.11
20373,0.04,0.48
20374,0.01,0.1
20375,0.81,0.79
20376,0.16,0.35
20377,0.23,0.62
20378,0.75,0.84
20379,0.72,0.69
20380,0.03,0.59
20381,0.12,0.47
20382,0.35,0.67
20383,0.25,0.51
20384,0.09,0.14
20385,0.02,0.09
20386,0.19,0.67
20387,0.3,0.67
20388,0.41,0.82
20389,0.26,0.33
20390,0.06,0.16
20391,0.17,0.15
20392,0.14,0.2
20393,0.16,0.5
20394,0.1,0.8
20395,0.04,0.14
20396,0.29,0.27
20397,0.03,0.1
20398,0.02,0.1
20399,0.16,0.19
20400,0.39,0.39
20401,0.07,0.13
20402,0.08,0.2
20403,0.17,0.7
20404,0.09,0.7
20405,0.06,0.31
20406,0.49,0.65
20407,0.07,0.1
20408,0.09,0.63
20409,0.07,0.11
20410,0.23,0.79
20411,0.05,0.68
20412,0.17,0.24
